FID,year,jday,gmt,icount,lat,lon,code,frp,zen,5kmIGBP,500mIGBP,30mFCCS,30mCDL,1kmGLCC,BinTime
7904,2019,233,17.84,45976,34.06,-99.85,10,253.5,59.83,10,10,232,152,40,18
7905,2019,233,18.01,45983,34.06,-99.91,10,631.8,61.85,10,10,0,61,47,18.5
7906,2019,233,18.01,45984,34.06,-99.88,10,746.4,61.87,10,10,232,152,47,18.5
7907,2019,233,18.01,45985,34.06,-99.85,10,313.2,61.89,10,10,232,152,40,18.5
7908,2019,233,18.17,45996,34.06,-99.91,10,747.4,63.92,10,10,0,61,47,18.5
7909,2019,233,18.17,45997,34.06,-99.88,10,770.6,63.94,10,10,232,152,47,18.5
7910,2019,233,18.17,45998,34.06,-99.85,10,175.3,63.96,10,10,232,152,40,18.5
7911,2019,233,18.34,46008,34.06,-99.91,10,483.8,65.99,10,10,0,61,47,18.5
7912,2019,233,18.34,46009,34.06,-99.88,10,632.4,66.01,10,10,232,152,47,18.5
7913,2019,233,18.34,46010,34.06,-99.85,10,169.2,66.03,10,10,232,152,40,18.5
7914,2019,233,18.51,46023,34.06,-99.93,10,97.5,68.03,10,10,232,152,41,19
7915,2019,233,18.51,46024,34.06,-99.91,10,652.4,68.06,10,10,0,61,47,19
7916,2019,233,18.51,46025,34.06,-99.88,10,598.9,68.08,10,10,232,152,47,19
7917,2019,233,18.51,46026,34.06,-99.85,10,111.7,68.1,10,10,232,152,40,19
7918,2019,233,18.67,46047,34.06,-99.91,10,687.7,70.13,10,10,0,61,47,19
7919,2019,233,18.67,46048,34.06,-99.88,10,729.7,70.15,10,10,232,152,47,19
7920,2019,233,18.67,46049,34.06,-99.85,10,132.4,70.17,10,10,232,152,40,19
7921,2019,233,18.84,46063,34.06,-99.91,10,534.3,72.19,10,10,0,61,47,19
7922,2019,233,18.84,46064,34.06,-99.88,10,477.9,72.22,10,10,232,152,47,19
7923,2019,233,18.84,46065,34.06,-99.85,10,93.2,72.24,10,10,232,152,40,19
7924,2019,233,19.01,46083,34.06,-99.93,10,105.2,74.47,10,10,232,152,41,19.5
7925,2019,233,19.01,46084,34.06,-99.91,10,730,74.49,10,10,0,61,47,19.5
7926,2019,233,19.01,46085,34.06,-99.88,10,555.8,74.51,10,10,232,152,47,19.5
7927,2019,233,19.17,46099,34.06,-99.91,10,399.7,76.55,10,10,0,61,47,19.5
7928,2019,233,19.17,46100,34.06,-99.88,10,355.3,76.57,10,10,232,152,47,19.5
7929,2019,233,19.34,46114,34.06,-99.91,10,252.9,78.61,10,10,0,61,47,19.5
7930,2019,233,19.34,46115,34.06,-99.88,10,226.4,78.63,10,10,232,152,47,19.5
7931,2019,233,19.51,46158,34.06,-99.91,10,203.3,80.66,10,10,0,61,47,20
7932,2019,233,19.51,46159,34.06,-99.88,10,179.2,80.68,10,10,232,152,47,20
7933,2019,233,19.67,46369,34.06,-99.91,10,149.5,82.71,10,10,0,61,47,20
7934,2019,233,19.67,46370,34.06,-99.88,10,136.7,82.73,10,10,232,152,47,20
7935,2019,233,19.84,46398,34.06,-99.91,10,115.3,84.74,10,10,0,61,47,20
7936,2019,233,20.01,46415,34.06,-99.91,10,116.3,86.77,10,10,0,61,47,20.5
7937,2019,233,20.67,46584,34.06,-99.91,10,128.9,94.75,10,10,0,61,47,21
7938,2019,233,20.84,46598,34.06,-99.91,10,206.5,96.71,10,10,0,61,47,21
7939,2019,233,21.01,46626,34.06,-99.91,10,187.2,98.65,10,10,0,61,47,21.5
7940,2019,233,21.17,46670,34.06,-99.91,10,138.7,100.57,10,10,0,61,47,21.5
7941,2019,233,21.34,46691,34.06,-99.91,10,145.8,102.47,10,10,0,61,47,21.5
7942,2019,235,12.01,52685,34.01,-90.68,13,60.3,26.62,12,12,1261,61,57,12.5
7943,2019,235,12.17,52702,34.01,-90.68,15,21.9,25.42,12,12,1261,61,57,12.5
7944,2019,241,13.17,96094,34.01,-90.68,10,40.9,24.26,12,12,1261,61,57,13.5
7945,2019,242,16.51,98089,34,-101.69,15,6.8,44.62,10,10,0,176,41,17
7946,2019,224,18.12,4242,34.08,-94.65,10,31.9,65.69,8,8,633,142,27,18.5
7947,2019,224,18.2,4263,34.08,-94.65,10,25.8,66.72,8,8,633,142,27,18.5
7948,2019,224,18.45,4325,34.08,-94.65,10,26.1,69.82,8,8,633,142,27,18.5
7949,2019,224,18.53,4346,34.08,-94.65,10,27.1,70.85,8,8,633,142,27,19
7950,2019,224,18.62,4360,34.08,-94.65,10,33.6,71.88,8,8,633,142,27,19
7951,2019,224,18.7,4379,34.08,-94.65,10,36.9,72.91,8,8,633,142,27,19
7952,2019,224,18.78,4396,34.08,-94.65,10,44.2,73.93,8,8,633,142,27,19
7953,2019,224,18.87,4467,34.08,-94.65,10,47.8,74.96,8,8,633,142,27,19
7954,2019,224,18.95,4499,34.08,-94.65,10,44.9,75.98,8,8,633,142,27,19
7955,2019,224,19.03,4515,34.08,-94.65,10,46,77.19,8,8,633,142,27,19.5
7956,2019,224,19.12,4583,34.08,-94.65,10,48.5,78.21,8,8,633,142,27,19.5
7957,2019,224,19.2,4665,34.08,-94.65,10,48.5,79.23,8,8,633,142,27,19.5
7958,2019,224,19.28,4703,34.08,-94.65,10,45,80.25,8,8,633,142,27,19.5
7959,2019,224,19.37,4735,34.08,-94.65,10,39.6,81.26,8,8,633,142,27,19.5
7960,2019,224,19.45,4761,34.08,-94.65,10,33.4,82.27,8,8,633,142,27,19.5
7961,2019,224,19.53,4771,34.08,-94.65,10,32.1,83.28,8,8,633,142,27,20
7962,2019,224,19.62,4783,34.08,-94.65,10,29,84.28,8,8,633,142,27,20
7963,2019,224,20.12,4809,34.08,-94.65,10,27.5,90.23,8,8,633,142,27,20.5
7964,2019,226,13.45,10445,33.62,-85.51,15,12.1,20.86,8,4,1283,61,27,13.5
7965,2019,228,18.37,20879,34.07,-98.29,15,8.1,66.56,12,12,0,24,31,18.5
7966,2019,228,19.12,21198,33.97,-101.62,15,12.2,73.32,12,10,0,2,41,19.5
7967,2019,228,19.62,21367,33.93,-101.76,15,12.1,79.37,12,10,213,176,41,20
7968,2019,229,17.37,24804,34.05,-98.9,10,30.7,53.87,10,10,232,176,94,17.5
7969,2019,229,17.45,24848,34.05,-98.9,10,51.8,54.89,10,10,232,176,94,17.5
7970,2019,229,18.03,25134,33.9,-102.85,15,9.1,58.84,10,10,57,121,41,18.5
7971,2019,229,18.12,25180,33.9,-102.85,15,13.3,59.88,10,10,57,121,41,18.5
7972,2019,230,13.69,27687,34.01,-91.63,10,30,21.6,12,12,0,1,35,14
7973,2019,230,15.11,28303,34,-100.22,10,43.3,27.55,10,10,232,152,41,15.5
7974,2019,230,18.19,29144,33.94,-102.09,15,7.1,61.65,10,10,213,2,41,18.5
7975,2019,230,18.44,29181,34.08,-97.89,15,15.2,68.24,10,10,0,24,22,18.5
7976,2019,230,19.01,29250,33.88,-102.97,15,4.5,71.29,10,10,66,176,41,19.5
7977,2019,232,10.84,31919,34.03,-92.48,14,31.1,38.69,1,8,628,152,27,11
7978,2019,232,11.84,32052,34.03,-92.48,10,53.2,28.31,1,8,628,152,27,12
7979,2019,232,12.01,32087,34.03,-92.48,10,85.9,26.85,1,8,628,152,27,12.5
7980,2019,232,12.17,32117,34.03,-92.48,12,32.3,25.52,1,8,628,152,27,12.5
7981,2019,232,12.34,32145,34.03,-92.48,10,72.3,24.32,1,8,628,152,27,12.5
7982,2019,232,12.51,32177,34.03,-92.48,10,96.4,23.27,1,8,628,152,27,13
7983,2019,232,12.67,32207,34.03,-92.48,10,114.5,22.41,1,8,628,152,27,13
7984,2019,232,12.84,32229,34.03,-92.48,10,87.5,21.76,1,8,628,152,27,13
7985,2019,232,13.01,32264,34.03,-92.48,12,132.5,21.33,1,8,628,152,27,13.5
7986,2019,232,13.34,32329,34.03,-92.48,10,82,21.18,1,8,628,152,27,13.5
7987,2019,232,13.51,32360,34.03,-92.48,10,106.5,21.47,1,8,628,152,27,14
7988,2019,232,13.67,32399,34.03,-92.48,13,99,21.99,1,8,628,152,27,14
7989,2019,232,13.84,32437,34.03,-92.48,10,83.3,22.73,1,8,628,152,27,14
7990,2019,232,14.01,32482,34.03,-92.48,10,138.8,23.66,1,8,628,152,27,14.5
7991,2019,232,14.17,32517,34.03,-92.48,10,121.5,24.76,1,8,628,152,27,14.5
7992,2019,232,14.34,32558,34.03,-92.48,10,77.1,26.02,1,8,628,152,27,14.5
7993,2019,232,14.51,32593,34.03,-92.48,10,58,27.41,1,8,628,152,27,15
7994,2019,232,14.67,32622,34.03,-92.48,10,48.4,28.91,1,8,628,152,27,15
7995,2019,232,14.84,32651,34.03,-92.48,10,42.9,30.5,1,8,628,152,27,15
7996,2019,232,15.01,32687,34.03,-92.48,10,32.8,32.17,1,8,628,152,27,15.5
7997,2019,232,15.17,32722,34.03,-92.48,10,32.6,33.91,1,8,628,152,27,15.5
7998,2019,232,15.34,32752,34.03,-92.48,10,31.2,35.7,1,8,628,152,27,15.5
7999,2019,232,15.51,32783,34.03,-92.48,10,26.8,37.54,1,8,628,152,27,16
8000,2019,232,15.84,32841,34.04,-99.9,14,58.1,35.76,10,10,232,152,47,16
8001,2019,232,15.84,32842,34.04,-99.87,13,102.4,35.78,10,10,232,152,47,16
8002,2019,232,15.84,32843,34.01,-99.89,14,58.5,35.76,10,10,213,121,41,16
8003,2019,232,15.84,32844,34.01,-99.86,13,91.6,35.77,10,10,264,176,41,16
8004,2019,232,16.01,32875,34.04,-99.9,13,124.1,37.6,10,10,232,152,47,16.5
8005,2019,232,16.01,32876,34.04,-99.87,13,279.9,37.62,10,10,232,152,47,16.5
8006,2019,232,16.01,32877,34.01,-99.89,14,74.5,37.6,10,10,213,121,41,16.5
8007,2019,232,16.01,32878,34.01,-99.86,13,177.5,37.62,10,10,264,176,41,16.5
8008,2019,232,16.17,32915,34.04,-99.9,13,817.9,39.49,10,10,232,152,47,16.5
8009,2019,232,16.17,32916,34.04,-99.87,10,1422.4,39.51,10,10,232,152,47,16.5
8010,2019,232,16.17,32917,34.04,-99.84,14,79.5,39.53,10,9,232,152,47,16.5
8011,2019,232,16.17,32918,34.01,-99.89,13,507.1,39.49,10,10,213,121,41,16.5
8012,2019,232,16.17,32919,34.01,-99.86,13,854.8,39.51,10,10,264,176,41,16.5
8013,2019,232,16.34,32963,34.04,-99.9,10,1152.4,41.41,10,10,232,152,47,16.5
8014,2019,232,16.34,32964,34.04,-99.87,10,1699.8,41.43,10,10,232,152,47,16.5
8015,2019,232,16.34,32965,34.04,-99.84,13,109.7,41.45,10,9,232,152,47,16.5
8016,2019,232,16.34,32966,34.01,-99.89,10,664.8,41.41,10,10,213,121,41,16.5
8017,2019,232,16.34,32967,34.01,-99.86,10,922.3,41.43,10,10,264,176,41,16.5
8018,2019,232,16.51,32991,34.04,-99.9,10,1373,43.36,10,10,232,152,47,17
8019,2019,232,16.51,32992,34.04,-99.87,10,2139.7,43.38,10,10,232,152,47,17
8020,2019,232,16.51,32993,34.04,-99.84,13,134.2,43.4,10,9,232,152,47,17
8021,2019,232,16.51,32994,34.01,-99.89,10,609.6,43.36,10,10,213,121,41,17
8022,2019,232,16.51,32995,34.01,-99.86,10,809.5,43.38,10,10,264,176,41,17
8023,2019,232,16.67,33027,34.04,-99.9,10,832.9,45.33,10,10,232,152,47,17
8024,2019,232,16.67,33028,34.04,-99.87,10,1488.7,45.35,10,10,232,152,47,17
8025,2019,232,16.67,33029,34.01,-99.89,10,198.9,45.33,10,10,213,121,41,17
8026,2019,232,16.67,33030,34.01,-99.86,13,257.9,45.35,10,10,264,176,41,17
8027,2019,232,16.84,33071,34.04,-99.9,10,755.5,47.32,10,10,232,152,47,17
8028,2019,232,16.84,33072,34.04,-99.87,10,1330.4,47.34,10,10,232,152,47,17
8029,2019,232,16.84,33073,34.04,-99.84,14,83.9,47.36,10,9,232,152,47,17
8030,2019,232,16.84,33074,34.01,-99.89,10,155.4,47.32,10,10,213,121,41,17
8031,2019,232,16.84,33075,34.01,-99.86,13,274.7,47.34,10,10,264,176,41,17
8032,2019,232,17.01,33109,34.04,-99.9,10,688,49.33,10,10,232,152,47,17.5
8033,2019,232,17.01,33110,34.04,-99.87,10,1061.6,49.35,10,10,232,152,47,17.5
8034,2019,232,17.01,33111,34.04,-99.84,13,107.8,49.38,10,9,232,152,47,17.5
8035,2019,232,17.01,33112,34.01,-99.89,13,126.1,49.33,10,10,213,121,41,17.5
8036,2019,232,17.01,33113,34.01,-99.86,13,275.8,49.36,10,10,264,176,41,17.5
8037,2019,232,17.17,33143,34.04,-99.9,10,566,51.36,10,10,232,152,47,17.5
8038,2019,232,17.17,33144,34.04,-99.87,10,1063.8,51.38,10,10,232,152,47,17.5
8039,2019,232,17.17,33145,34.04,-99.84,15,63.1,51.4,10,9,232,152,47,17.5
8040,2019,232,17.17,33146,34.01,-99.89,13,199.3,51.36,10,10,213,121,41,17.5
8041,2019,232,17.17,33147,34.01,-99.86,13,287.6,51.38,10,10,264,176,41,17.5
8042,2019,232,17.34,33167,34.04,-99.9,13,430.5,53.4,10,10,232,152,47,17.5
8043,2019,232,17.34,33168,34.04,-99.87,10,781.2,53.42,10,10,232,152,47,17.5
8044,2019,232,17.34,33169,34.04,-99.84,15,54.6,53.44,10,9,232,152,47,17.5
8045,2019,232,17.34,33170,34.01,-99.89,14,68.5,53.4,10,10,213,121,41,17.5
8046,2019,232,17.34,33171,34.01,-99.86,13,141.1,53.42,10,10,264,176,41,17.5
8047,2019,232,17.51,33197,34.04,-99.9,13,290.1,55.44,10,10,232,152,47,18
8048,2019,232,17.51,33198,34.04,-99.87,10,540.3,55.47,10,10,232,152,47,18
8049,2019,232,17.51,33199,34.04,-99.84,14,62.2,55.49,10,9,232,152,47,18
8050,2019,232,17.51,33200,34.01,-99.86,10,127.9,55.47,10,10,264,176,41,18
8051,2019,232,17.67,33235,34.04,-99.9,10,284.3,57.5,10,10,232,152,47,18
8052,2019,232,17.67,33236,34.04,-99.87,10,619.9,57.52,10,10,232,152,47,18
8053,2019,232,17.67,33237,34.01,-99.89,13,84.9,57.51,10,10,213,121,41,18
8054,2019,232,17.67,33238,34.01,-99.86,13,113.9,57.53,10,10,264,176,41,18
8055,2019,232,17.84,33279,34.04,-99.9,10,587.7,59.56,10,10,232,152,47,18
8056,2019,232,17.84,33280,34.04,-99.87,10,829.9,59.58,10,10,232,152,47,18
8057,2019,232,17.84,33281,34.01,-99.89,13,74.5,59.57,10,10,213,121,41,18
8058,2019,232,17.84,33282,34.01,-99.86,13,116.3,59.59,10,10,264,176,41,18
8059,2019,232,18.01,33323,34.04,-99.9,10,571.4,61.63,10,10,232,152,47,18.5
8060,2019,232,18.01,33324,34.04,-99.87,10,814.5,61.65,10,10,232,152,47,18.5
8061,2019,232,18.01,33325,34.04,-99.84,10,72,61.67,10,9,232,152,47,18.5
8062,2019,232,18.01,33326,34.01,-99.89,10,144.4,61.63,10,10,213,121,41,18.5
8063,2019,232,18.01,33327,34.01,-99.86,10,183.7,61.66,10,10,264,176,41,18.5
8064,2019,232,18.17,33365,34.04,-99.9,10,843.4,63.7,10,10,232,152,47,18.5
8065,2019,232,18.17,33366,34.04,-99.87,12,943.7,63.72,10,10,232,152,47,18.5
8066,2019,232,18.17,33367,34.01,-99.89,10,246.4,63.7,10,10,213,121,41,18.5
8067,2019,232,18.17,33368,34.01,-99.86,13,269.6,63.73,10,10,264,176,41,18.5
8068,2019,232,18.34,33394,34.04,-99.9,10,564.9,65.77,10,10,232,152,47,18.5
8069,2019,232,18.34,33395,34.04,-99.87,10,577.1,65.79,10,10,232,152,47,18.5
8070,2019,232,18.34,33396,34.01,-99.89,10,135.3,65.78,10,10,213,121,41,18.5
8071,2019,232,18.34,33397,34.01,-99.86,12,162.6,65.8,10,10,264,176,41,18.5
8072,2019,232,18.51,33423,34.04,-99.9,12,267.5,67.84,10,10,232,152,47,19
8073,2019,232,18.51,33424,34.04,-99.87,12,367.8,67.86,10,10,232,152,47,19
8074,2019,232,18.67,33444,34.04,-99.9,12,263.8,69.91,10,10,232,152,47,19
8075,2019,232,18.67,33445,34.04,-99.87,10,369,69.93,10,10,232,152,47,19
8076,2019,232,18.84,33467,34.04,-99.9,10,296.3,71.98,10,10,232,152,47,19
8077,2019,232,18.84,33468,34.04,-99.87,10,485.7,72,10,10,232,152,47,19
8078,2019,232,18.84,33469,34.01,-99.86,13,90,72.01,10,10,264,176,41,19
8079,2019,232,19.01,33493,34.04,-99.9,10,281.9,74.27,10,10,232,152,47,19.5
8080,2019,232,19.01,33494,34.04,-99.87,10,371.4,74.29,10,10,232,152,47,19.5
8081,2019,232,19.17,33509,34.04,-99.9,10,199.7,76.33,10,10,232,152,47,19.5
8082,2019,232,19.17,33510,34.04,-99.87,10,289.3,76.36,10,10,232,152,47,19.5
8083,2019,232,19.34,33528,34.04,-99.9,10,143.4,78.39,10,10,232,152,47,19.5
8084,2019,232,19.34,33529,34.04,-99.87,10,269.8,78.41,10,10,232,152,47,19.5
8085,2019,232,19.51,33545,34.04,-99.9,10,144.8,80.44,10,10,232,152,47,20
8086,2019,232,19.51,33546,34.04,-99.87,10,225.2,80.46,10,10,232,152,47,20
8087,2019,232,19.67,33564,34.04,-99.9,10,105.5,82.48,10,10,232,152,47,20
8088,2019,232,19.67,33565,34.04,-99.87,10,206,82.51,10,10,232,152,47,20
8089,2019,232,19.84,33578,34.04,-99.87,10,171.2,84.54,10,10,232,152,47,20
8090,2019,232,20.01,33587,34.04,-99.87,10,173.4,86.57,10,10,232,152,47,20.5
8091,2019,232,20.17,33597,34.04,-99.87,10,130.9,88.58,10,10,232,152,47,20.5
8092,2019,233,12.84,45047,34.04,-99.87,10,63.1,24.54,10,10,232,152,47,13
8093,2019,233,13.01,45076,34.04,-99.87,15,80.3,23.52,10,10,232,152,47,13.5
8094,2019,233,14.34,45380,34.04,-99.87,10,87,23.1,10,10,232,152,47,14.5
8095,2019,233,15.17,45577,34.03,-92.5,10,27.4,34.16,1,5,161,142,27,15.5
8096,2019,233,15.34,45612,34.03,-92.48,15,38.6,35.97,1,8,628,152,27,15.5
8097,2019,233,15.67,45687,34.03,-92.48,10,44.2,39.68,1,8,628,152,27,16
8098,2019,233,15.84,45718,34.03,-92.48,10,39.1,41.6,1,8,628,152,27,16
8099,2019,233,16.17,45770,34.03,-92.48,15,30.3,45.51,1,8,628,152,27,16.5
8100,2019,233,16.34,45803,34.03,-92.48,15,24.7,47.5,1,8,628,152,27,16.5
8101,2019,233,16.51,45834,34.04,-99.9,15,88.6,43.6,10,10,232,152,47,17
8102,2019,233,16.67,45856,34.04,-99.9,12,105,45.57,10,10,232,152,47,17
8103,2019,233,17.01,45885,34.04,-99.9,10,89.3,49.57,10,10,232,152,47,17.5
8104,2019,233,17.01,45886,34.04,-99.87,10,80.4,49.59,10,10,232,152,47,17.5
8105,2019,233,17.51,45945,34.04,-99.9,10,94,55.67,10,10,232,152,47,18
8106,2019,233,17.51,45946,34.04,-99.87,10,69.9,55.69,10,10,232,152,47,18
8107,2019,233,17.67,45956,34.03,-92.48,10,26.5,63.86,1,8,628,152,27,18
8108,2019,233,18.17,45991,34.03,-92.48,15,30.6,70.07,1,8,628,152,27,18.5
8109,2019,233,18.51,46016,34.03,-92.48,15,26.9,74.21,1,8,628,152,27,19
8110,2019,233,18.67,46039,34.03,-92.48,10,38.9,76.27,1,8,628,152,27,19
8111,2019,233,18.84,46056,34.03,-92.48,14,31,78.33,1,8,628,152,27,19
8112,2019,234,13.84,48025,34.03,-92.5,10,142.2,23.39,1,5,161,142,27,14
8113,2019,234,13.84,48026,34.03,-92.48,10,120.9,23.39,1,8,628,152,27,14
8114,2019,234,14.01,48051,34.03,-92.48,15,31.1,24.32,1,8,628,152,27,14.5
8115,2019,234,14.17,48075,34.03,-92.48,15,35.5,25.41,1,8,628,152,27,14.5
8116,2019,234,14.34,48090,34.03,-92.48,10,31.2,26.65,1,8,628,152,27,14.5
8117,2019,234,16.01,48194,34.08,-94.65,10,50.7,42.12,8,8,633,142,27,16.5
8118,2019,234,16.17,48206,34.08,-94.65,10,42.2,44.06,8,8,633,142,27,16.5
8119,2019,234,16.34,48214,34.03,-92.48,10,96.9,47.74,1,8,628,152,27,16.5
8120,2019,234,16.34,48215,34.08,-94.65,10,53.7,46.02,8,8,633,142,27,16.5
8121,2019,234,16.51,48224,34.08,-94.65,10,38.1,48.01,8,8,633,142,27,17
8122,2019,234,16.67,48232,34.08,-94.65,10,37,50.01,8,8,633,142,27,17
8123,2019,234,16.84,48241,34.08,-94.65,10,33.3,52.04,8,8,633,142,27,17
8124,2019,234,17.01,48252,34.08,-94.65,10,41.6,54.07,8,8,633,142,27,17.5
8125,2019,234,17.17,48260,34.08,-94.65,10,32.3,56.11,8,8,633,142,27,17.5
8126,2019,234,17.34,48269,34.08,-94.65,10,38.2,58.17,8,8,633,142,27,17.5
8127,2019,234,17.51,48282,34.08,-94.65,10,29.4,60.22,8,8,633,142,27,18
8128,2019,234,17.67,48291,34.08,-94.65,10,27.6,62.29,8,8,633,142,27,18
8129,2019,234,17.84,48298,34.08,-94.65,10,28.4,64.36,8,8,633,142,27,18
8130,2019,237,9.68,84246,34.07,-96.95,15,11.2,56.88,9,9,264,141,91,10
8131,2019,237,12.17,84398,34.05,-99.05,12,151.2,30.43,10,10,232,176,41,12.5
8132,2019,237,12.34,84405,34.05,-99.08,14,61.4,28.99,10,10,232,176,41,12.5
8133,2019,237,12.34,84406,34.05,-99.05,10,207.6,28.97,10,10,232,176,41,12.5
8134,2019,237,12.34,84407,34.05,-99.03,10,60.5,28.96,10,10,232,176,41,12.5
8135,2019,237,12.51,84414,34.05,-99.05,10,106.6,27.63,10,10,232,176,41,13
8136,2019,237,12.67,84427,34.05,-99.05,12,127,26.41,10,10,232,176,41,13
8137,2019,237,15.67,84706,34.05,-99.08,10,83,35.95,10,10,232,176,41,16
8138,2019,237,15.67,84707,34.05,-99.05,10,31.7,35.97,10,10,232,176,41,16
8139,2019,238,10.84,85580,34.06,-94.06,10,39.6,40.92,8,8,601,141,27,11
8140,2019,238,11.17,85595,34.06,-94.06,10,38.7,37.27,8,8,601,141,27,11.5
8141,2019,238,11.34,85604,34.06,-94.06,12,34.5,35.52,8,8,601,141,27,11.5
8142,2019,238,11.67,85640,34.06,-94.06,10,47.7,32.21,8,8,601,141,27,12
8143,2019,238,11.84,85684,34.06,-94.06,12,44.5,30.67,8,8,601,141,27,12
8144,2019,238,12.01,85741,34.06,-94.06,12,40.5,29.23,8,8,601,141,27,12.5
8145,2019,238,16.84,86606,33.96,-101.49,15,1.7,47.53,12,12,0,2,41,17
8146,2019,242,16.51,98088,33.98,-100.89,15,17.4,45.22,10,10,602,152,41,17
8147,2019,225,12.62,5868,34.04,-94.91,15,6.4,21.74,9,9,1283,176,26,13
8148,2019,226,12.45,10174,34.04,-96.24,15,6.7,23.87,10,10,213,176,22,12.5
8149,2019,227,14.2,15956,34,-99.55,10,80.3,20.56,10,12,0,2,40,14.5
8150,2019,227,14.28,15978,34,-99.55,10,46.2,20.95,10,12,0,2,40,14.5
8151,2019,228,18.78,21053,33.99,-99.42,15,7.9,70.8,10,10,0,24,41,19
8152,2019,229,18.28,25279,33.85,-102.85,15,4.1,61.94,10,10,233,152,40,18.5
8153,2019,230,11.61,27044,34.04,-96.79,15,15.7,33.07,10,10,133,176,91,12
8154,2019,230,16.11,28720,33.77,-88.09,15,7.8,47.45,5,8,0,152,26,16.5
8155,2019,230,16.44,28831,34.01,-99.29,15,3.8,42.56,10,10,602,152,41,16.5
8156,2019,231,16.17,31058,33.85,-102.66,15,10.3,37.07,10,10,236,176,41,16.5
8157,2019,231,17.67,31312,33.95,-101.22,15,10.4,56.18,10,10,213,176,40,18
8158,2019,231,18.17,31401,33.95,-101.25,15,5,62.36,10,10,66,176,41,18.5
8159,2019,232,13.01,32265,34.01,-92.47,13,96.3,21.3,1,4,283,190,27,13.5
8160,2019,234,10.68,47550,34.01,-98.58,15,38.2,45.66,10,10,232,176,41,11
8161,2019,234,16.17,48207,34.01,-92.47,10,153.6,45.75,1,4,283,190,27,16.5
8162,2019,234,16.34,48216,34.01,-92.47,10,122.9,47.74,1,4,283,190,27,16.5
8163,2019,234,16.51,48225,34.01,-92.47,10,90,49.74,1,4,283,190,27,17
8164,2019,234,16.67,48233,34.01,-92.47,10,84.7,51.76,1,4,283,190,27,17
8165,2019,234,16.84,48242,34.01,-92.47,10,62.7,53.8,1,4,283,190,27,17
8166,2019,234,17.01,48253,34.01,-92.47,10,58.3,55.84,1,4,283,190,27,17.5
8167,2019,234,17.17,48261,34.01,-92.47,10,43.3,57.89,1,4,283,190,27,17.5
8168,2019,234,17.34,48270,34.01,-92.47,10,51,59.95,1,4,283,190,27,17.5
8169,2019,234,17.51,48283,34.01,-92.47,10,45.9,62.02,1,4,283,190,27,18
8170,2019,234,17.67,48292,34.01,-92.47,14,38.7,64.09,1,4,283,190,27,18
8171,2019,234,18.01,48305,34.01,-92.47,15,18.9,68.23,1,4,283,190,27,18.5
8172,2019,234,18.84,48345,34.01,-92.47,15,25.1,78.57,1,4,283,190,27,19
8173,2019,235,16.84,53074,34.01,-99.14,10,110.7,48.65,10,10,66,176,41,17
8174,2019,235,17.01,53084,34.01,-99.14,15,35.4,50.65,10,10,66,176,41,17.5
8175,2019,237,12.34,84408,34.03,-99.04,12,60.2,28.95,10,10,232,176,41,12.5
8176,2019,237,12.51,84415,34.03,-99.04,12,71.1,27.6,10,10,232,176,41,13
8177,2019,240,14.51,95029,34.01,-92.47,15,25.3,29.94,1,4,283,190,27,15
8178,2019,240,15.01,95065,34.01,-92.47,15,30.1,34.52,1,4,283,190,27,15.5
8179,2019,240,15.51,95106,34.01,-92.47,15,29.8,39.74,1,4,283,190,27,16
8180,2019,240,15.67,95118,34.01,-92.47,10,26.3,41.58,1,4,283,190,27,16
8181,2019,240,16.51,95164,34.01,-92.47,10,30.7,51.27,1,4,283,190,27,17
8182,2019,240,16.84,95181,34.01,-92.47,15,29.2,55.29,1,4,283,190,27,17
8183,2019,240,17.17,95198,34.01,-92.47,10,40.4,59.37,1,4,283,190,27,17.5
8184,2019,240,17.34,95211,34.01,-92.47,10,65.1,61.42,1,4,283,190,27,17.5
8185,2019,240,17.51,95223,34.01,-92.47,10,53.1,63.48,1,4,283,190,27,18
8186,2019,240,17.67,95234,34.01,-92.47,13,48.8,65.54,1,4,283,190,27,18
8187,2019,240,17.84,95246,34.01,-92.47,15,34.3,67.61,1,4,283,190,27,18
8188,2019,240,18.01,95260,34.01,-92.47,13,32.1,69.68,1,4,283,190,27,18.5
8189,2019,240,18.17,95275,34.01,-92.47,14,31.4,71.76,1,4,283,190,27,18.5
8190,2019,240,18.34,95282,34.01,-92.47,15,25.7,73.83,1,4,283,190,27,18.5
8191,2019,241,11.84,95907,34.01,-92.47,10,27.2,30.46,1,4,283,190,27,12
8192,2019,241,12.01,95930,34.01,-92.47,10,32.4,29.13,1,4,283,190,27,12.5
8193,2019,241,12.17,95951,34.01,-92.47,10,32,27.92,1,4,283,190,27,12.5
8194,2019,241,12.34,95973,34.01,-92.47,10,31.3,26.85,1,4,283,190,27,12.5
8195,2019,241,12.67,96019,34.01,-92.47,15,22.4,25.21,1,4,283,190,27,13
8196,2019,241,12.84,96043,34.01,-92.47,10,39.4,24.67,1,4,283,190,27,13
8197,2019,241,13.01,96069,34.01,-92.47,14,42.2,24.34,1,4,283,190,27,13.5
8198,2019,241,13.17,96095,34.01,-92.47,10,39.6,24.22,1,4,283,190,27,13.5
8199,2019,241,14.17,96230,34.01,-92.47,15,33.6,27.77,1,4,283,190,27,14.5
