FID,year,jday,gmt,icount,lat,lon,code,frp,zen,5kmIGBP,500mIGBP,30mFCCS,30mCDL,1kmGLCC,BinTime
9658,2019,229,20.87,25946,33.51,-101.08,15,125.2,95.31,10,10,352,152,41,21
9659,2019,229,20.95,25963,33.51,-101.08,15,149.3,96.29,10,10,352,152,41,21
9660,2019,229,21.03,25969,33.51,-101.08,10,180.1,97.26,10,10,352,152,41,21.5
9661,2019,229,21.2,25971,33.51,-101.08,15,103.8,99.19,10,10,352,152,41,21.5
9662,2019,229,21.28,25972,33.51,-101.08,15,103,100.14,10,10,352,152,41,21.5
9663,2019,229,21.78,25983,33.51,-101.08,10,45.2,105.75,10,10,352,152,41,22
9664,2019,229,21.87,25984,33.51,-101.08,10,69.3,106.66,10,10,352,152,41,22
9665,2019,229,22.45,25996,33.51,-101.08,15,26.1,112.81,10,10,352,152,41,22.5
9666,2019,229,22.53,26000,33.51,-101.08,10,31,113.65,10,10,352,152,41,23
9667,2019,229,22.7,26004,33.51,-101.08,10,31.8,115.3,10,10,352,152,41,23
9668,2019,230,13.27,27567,33.5,-90.9,15,41,20.03,12,12,0,5,57,13.5
9669,2019,230,13.69,27701,33.5,-90.9,10,33.7,21.36,12,12,0,5,57,14
9670,2019,238,17.51,86704,33.42,-102.8,15,0.7,54.39,10,10,232,152,41,18
9671,2019,240,14.17,94996,33.5,-90.8,12,98.8,27.8,12,12,0,5,32,14.5
9672,2019,224,10.7,2120,33.5,-91.54,15,33.7,38.18,4,12,-9999,3,91,11
9673,2019,224,10.78,2143,33.5,-91.54,15,34.6,37.19,4,12,-9999,3,91,11
9674,2019,224,10.87,2164,33.5,-91.54,15,35.9,36.22,4,12,-9999,3,91,11
9675,2019,224,10.95,2187,33.5,-91.54,15,36.5,35.25,4,12,-9999,3,91,11
9676,2019,224,11.03,2204,33.5,-91.54,15,37.3,34.29,4,12,-9999,3,91,11.5
9677,2019,224,11.12,2221,33.5,-91.54,15,37.5,33.34,4,12,-9999,3,91,11.5
9678,2019,224,11.2,2240,33.5,-91.54,15,38.9,32.41,4,12,-9999,3,91,11.5
9679,2019,224,11.28,2261,33.5,-91.54,15,40.6,31.48,4,12,-9999,3,91,11.5
9680,2019,224,11.45,2301,33.5,-91.54,15,41.2,29.67,4,12,-9999,3,91,11.5
9681,2019,224,11.53,2324,33.5,-91.54,15,43.7,28.78,4,12,-9999,3,91,12
9682,2019,224,11.62,2360,33.5,-91.54,15,46,27.91,4,12,-9999,3,91,12
9683,2019,224,11.7,2390,33.5,-91.54,15,45,27.07,4,12,-9999,3,91,12
9684,2019,224,11.78,2419,33.5,-91.54,15,44.6,26.24,4,12,-9999,3,91,12
9685,2019,224,11.87,2461,33.5,-91.54,15,46,25.43,4,12,-9999,3,91,12
9686,2019,224,11.95,2496,33.5,-91.54,15,45.6,24.65,4,12,-9999,3,91,12
9687,2019,224,12.03,2534,33.5,-91.54,15,47.1,23.9,4,12,-9999,3,91,12.5
9688,2019,224,12.12,2577,33.5,-91.54,15,48.1,23.17,4,12,-9999,3,91,12.5
9689,2019,224,12.2,2612,33.5,-91.54,15,47.5,22.48,4,12,-9999,3,91,12.5
9690,2019,224,12.28,2649,33.5,-91.54,15,48.5,21.83,4,12,-9999,3,91,12.5
9691,2019,224,12.37,2686,33.5,-91.54,15,50.3,21.22,4,12,-9999,3,91,12.5
9692,2019,224,12.45,2724,33.5,-91.54,15,52.3,20.65,4,12,-9999,3,91,12.5
9693,2019,224,12.53,2758,33.5,-91.54,15,52.1,20.12,4,12,-9999,3,91,13
9694,2019,224,12.62,2796,33.5,-91.54,15,51,19.65,4,12,-9999,3,91,13
9695,2019,224,12.7,2829,33.5,-91.54,15,48.7,19.23,4,12,-9999,3,91,13
9696,2019,224,12.78,2856,33.5,-91.54,15,45.3,18.87,4,12,-9999,3,91,13
9697,2019,224,12.87,2885,33.5,-91.54,15,48.9,18.58,4,12,-9999,3,91,13
9698,2019,224,12.95,2915,33.5,-91.54,15,49.7,18.34,4,12,-9999,3,91,13
9699,2019,224,13.03,2939,33.5,-91.54,15,53.6,18.18,4,12,-9999,3,91,13.5
9700,2019,224,13.12,2973,33.5,-91.54,15,47.9,18.08,4,12,-9999,3,91,13.5
9701,2019,224,13.2,2994,33.5,-91.54,15,50.4,18.06,4,12,-9999,3,91,13.5
9702,2019,224,13.28,3019,33.5,-91.54,15,51.2,18.1,4,12,-9999,3,91,13.5
9703,2019,224,13.37,3046,33.5,-91.54,15,51.8,18.22,4,12,-9999,3,91,13.5
9704,2019,224,13.45,3071,33.5,-91.54,15,49.2,18.4,4,12,-9999,3,91,13.5
9705,2019,224,13.53,3094,33.5,-91.54,15,51.6,18.65,4,12,-9999,3,91,14
9706,2019,224,13.62,3124,33.5,-91.54,15,53.1,18.97,4,12,-9999,3,91,14
9707,2019,224,13.7,3153,33.5,-91.54,15,47.6,19.34,4,12,-9999,3,91,14
9708,2019,224,13.78,3182,33.5,-91.54,10,35.2,19.77,4,12,-9999,3,91,14
9709,2019,224,13.95,3231,33.5,-91.54,10,26.3,20.8,4,12,-9999,3,91,14
9710,2019,224,14.03,3252,33.5,-91.54,10,27.6,21.38,4,12,-9999,3,91,14.5
9711,2019,224,14.2,3302,33.5,-91.54,15,29,22.67,4,12,-9999,3,91,14.5
9712,2019,224,14.28,3326,33.5,-91.54,15,32.8,23.37,4,12,-9999,3,91,14.5
9713,2019,224,14.45,3369,33.5,-91.54,15,33.8,24.86,4,12,-9999,3,91,14.5
9714,2019,224,16.53,3934,33.5,-91.54,15,36.8,48.56,4,12,-9999,3,91,17
9715,2019,224,16.62,3959,33.5,-91.54,15,36.3,49.6,4,12,-9999,3,91,17
9716,2019,224,16.7,3980,33.5,-91.54,15,34.7,50.63,4,12,-9999,3,91,17
9717,2019,225,10.78,5217,33.39,-102.32,15,4.5,45.96,10,10,0,37,41,11
9718,2019,225,11.03,5259,33.5,-91.54,15,39.1,34.45,4,12,-9999,3,91,11.5
9719,2019,225,11.12,5273,33.5,-91.54,15,36.7,33.5,4,12,-9999,3,91,11.5
9720,2019,225,11.2,5295,33.5,-91.54,15,38.2,32.57,4,12,-9999,3,91,11.5
9721,2019,225,11.28,5320,33.5,-91.54,15,39,31.65,4,12,-9999,3,91,11.5
9722,2019,225,11.37,5345,33.5,-91.54,15,40.3,30.74,4,12,-9999,3,91,11.5
9723,2019,225,11.45,5366,33.5,-91.54,15,40.9,29.84,4,12,-9999,3,91,11.5
9724,2019,225,11.53,5402,33.5,-91.54,15,43,28.96,4,12,-9999,3,91,12
9725,2019,225,11.62,5434,33.5,-91.54,15,43.8,28.1,4,12,-9999,3,91,12
9726,2019,225,11.7,5461,33.5,-91.54,15,46.6,27.26,4,12,-9999,3,91,12
9727,2019,225,11.78,5494,33.5,-91.54,15,47.1,26.43,4,12,-9999,3,91,12
9728,2019,225,11.87,5518,33.5,-91.54,15,43.7,25.63,4,12,-9999,3,91,12
9729,2019,225,11.95,5555,33.5,-91.54,15,45.2,24.86,4,12,-9999,3,91,12
9730,2019,225,12.03,5588,33.5,-91.54,15,42,24.11,4,12,-9999,3,91,12.5
9731,2019,225,12.2,5660,33.5,-91.54,15,41.6,22.71,4,12,-9999,3,91,12.5
9732,2019,225,12.45,5775,33.5,-91.54,15,48.5,20.9,4,12,-9999,3,91,12.5
9733,2019,225,12.53,5821,33.5,-91.54,15,50,20.38,4,12,-9999,3,91,13
9734,2019,225,12.62,5871,33.5,-91.54,15,49.4,19.92,4,12,-9999,3,91,13
9735,2019,225,12.7,5921,33.5,-91.54,15,49.9,19.5,4,12,-9999,3,91,13
9736,2019,225,12.78,5964,33.5,-91.54,15,50.5,19.15,4,12,-9999,3,91,13
9737,2019,225,12.87,6007,33.5,-91.54,15,50.8,18.86,4,12,-9999,3,91,13
9738,2019,225,14.03,6577,33.5,-91.54,15,44.9,21.66,4,12,-9999,3,91,14.5
9739,2019,225,14.12,6616,33.5,-91.54,15,48.4,22.28,4,12,-9999,3,91,14.5
9740,2019,225,14.2,6659,33.5,-91.54,15,51.4,22.94,4,12,-9999,3,91,14.5
9741,2019,225,14.28,6692,33.5,-91.54,15,53.7,23.64,4,12,-9999,3,91,14.5
9742,2019,225,14.37,6728,33.5,-91.54,15,42.6,24.36,4,12,-9999,3,91,14.5
9743,2019,225,14.62,6837,33.5,-91.54,15,47.9,26.71,4,12,-9999,3,91,15
9744,2019,225,14.7,6869,33.5,-91.54,15,46,27.54,4,12,-9999,3,91,15
9745,2019,225,14.95,6963,33.5,-91.54,15,47.7,30.14,4,12,-9999,3,91,15
9746,2019,225,15.03,6996,33.5,-91.54,15,48.7,31.04,4,12,-9999,3,91,15.5
9747,2019,225,15.12,7025,33.5,-91.54,15,48,31.96,4,12,-9999,3,91,15.5
9748,2019,225,15.2,7052,33.5,-91.54,15,50,32.88,4,12,-9999,3,91,15.5
9749,2019,225,15.28,7093,33.5,-91.54,15,46.7,33.82,4,12,-9999,3,91,15.5
9750,2019,225,15.37,7132,33.5,-91.54,15,43,34.77,4,12,-9999,3,91,15.5
9751,2019,225,15.45,7169,33.5,-91.54,15,43,35.73,4,12,-9999,3,91,15.5
9752,2019,225,15.53,7205,33.5,-91.54,15,42,36.69,4,12,-9999,3,91,16
9753,2019,225,15.62,7241,33.5,-91.54,15,43.9,37.67,4,12,-9999,3,91,16
9754,2019,225,15.7,7274,33.5,-91.54,15,43.2,38.65,4,12,-9999,3,91,16
9755,2019,225,15.78,7305,33.5,-91.54,15,44.5,39.64,4,12,-9999,3,91,16
9756,2019,225,15.87,7338,33.5,-91.54,15,44,40.63,4,12,-9999,3,91,16
9757,2019,225,15.95,7382,33.5,-91.54,15,41.5,41.63,4,12,-9999,3,91,16
9758,2019,225,16.03,7411,33.5,-91.54,15,42.6,42.64,4,12,-9999,3,91,16.5
9759,2019,225,16.12,7440,33.5,-91.54,15,43.5,43.65,4,12,-9999,3,91,16.5
9760,2019,225,16.2,7470,33.5,-91.54,15,42.6,44.66,4,12,-9999,3,91,16.5
9761,2019,225,16.28,7503,33.5,-91.54,15,41.6,45.68,4,12,-9999,3,91,16.5
9762,2019,225,16.37,7527,33.5,-91.54,15,38.6,46.7,4,12,-9999,3,91,16.5
9763,2019,225,16.45,7554,33.5,-91.54,15,37.1,47.73,4,12,-9999,3,91,16.5
9764,2019,225,16.53,7585,33.5,-91.54,15,34.5,48.75,4,12,-9999,3,91,17
9765,2019,225,16.78,7674,33.5,-91.54,15,35.1,51.85,4,12,-9999,3,91,17
9766,2019,226,11.62,9910,33.5,-91.54,12,26.9,28.29,4,12,-9999,3,91,12
9767,2019,226,13.53,10461,33.5,-91.54,15,43.7,19.26,4,12,-9999,3,91,14
9768,2019,226,13.62,10480,33.5,-91.54,15,39.9,19.57,4,12,-9999,3,91,14
9769,2019,226,14.03,10570,33.5,-91.54,15,42.7,21.95,4,12,-9999,3,91,14.5
9770,2019,226,14.2,10600,33.5,-91.54,15,39.3,23.22,4,12,-9999,3,91,14.5
9771,2019,227,11.7,15212,33.5,-91.54,15,50.9,27.65,4,12,-9999,3,91,12
9772,2019,227,11.78,15241,33.5,-91.54,15,52.4,26.84,4,12,-9999,3,91,12
9773,2019,227,12.03,15316,33.5,-91.54,15,55.8,24.56,4,12,-9999,3,91,12.5
9774,2019,227,12.12,15343,33.5,-91.54,15,57.3,23.85,4,12,-9999,3,91,12.5
9775,2019,227,12.37,15409,33.5,-91.54,15,58.1,21.96,4,12,-9999,3,91,12.5
9776,2019,227,12.45,15427,33.5,-91.54,15,59.5,21.41,4,12,-9999,3,91,12.5
9777,2019,227,12.62,15465,33.5,-91.54,15,57.7,20.46,4,12,-9999,3,91,13
9778,2019,227,12.7,15494,33.5,-91.54,15,61.3,20.07,4,12,-9999,3,91,13
9779,2019,227,12.78,15517,33.5,-91.54,15,62.9,19.73,4,12,-9999,3,91,13
9780,2019,227,12.87,15539,33.5,-91.54,15,58.8,19.44,4,12,-9999,3,91,13
9781,2019,227,12.95,15567,33.5,-91.54,15,58.7,19.23,4,12,-9999,3,91,13
9782,2019,227,13.03,15598,33.5,-91.54,15,61.6,19.08,4,12,-9999,3,91,13.5
9783,2019,227,13.12,15630,33.5,-91.54,15,61,18.99,4,12,-9999,3,91,13.5
9784,2019,227,13.37,15729,33.5,-91.54,15,61.2,19.14,4,12,-9999,3,91,13.5
9785,2019,227,13.45,15764,33.5,-91.54,15,63.2,19.32,4,12,-9999,3,91,13.5
9786,2019,227,13.7,15831,33.5,-91.54,15,60.7,20.25,4,12,-9999,3,91,14
9787,2019,227,13.78,15853,33.5,-91.54,15,61.8,20.67,4,12,-9999,3,91,14
9788,2019,227,13.87,15873,33.5,-91.54,15,61,21.14,4,12,-9999,3,91,14
9789,2019,227,13.95,15899,33.5,-91.54,15,58.8,21.67,4,12,-9999,3,91,14
9790,2019,227,14.03,15923,33.5,-91.54,15,58.5,22.24,4,12,-9999,3,91,14.5
9791,2019,227,14.12,15938,33.5,-91.54,15,59.7,22.85,4,12,-9999,3,91,14.5
9792,2019,227,14.2,15958,33.5,-91.54,15,60.4,23.5,4,12,-9999,3,91,14.5
9793,2019,227,14.28,15981,33.5,-91.54,15,57.8,24.18,4,12,-9999,3,91,14.5
9794,2019,227,14.53,16054,33.5,-91.54,15,60.1,26.42,4,12,-9999,3,91,15
9795,2019,227,14.62,16085,33.5,-91.54,15,59.6,27.22,4,12,-9999,3,91,15
9796,2019,227,14.87,16160,33.5,-91.54,15,57.5,29.74,4,12,-9999,3,91,15
9797,2019,227,14.95,16180,33.5,-91.54,15,58.3,30.62,4,12,-9999,3,91,15
9798,2019,227,15.37,16283,33.5,-91.54,15,54.9,35.21,4,12,-9999,3,91,15.5
9799,2019,228,10.95,17774,33.5,-91.54,15,44.4,35.87,4,12,-9999,3,91,11
9800,2019,228,11.12,17828,33.5,-91.54,15,46.7,33.99,4,12,-9999,3,91,11.5
9801,2019,228,11.2,17855,33.5,-91.54,15,45.5,33.07,4,12,-9999,3,91,11.5
9802,2019,228,11.37,17906,33.5,-91.54,15,48.5,31.27,4,12,-9999,3,91,11.5
9803,2019,228,11.53,17971,33.5,-91.54,15,49.5,29.52,4,12,-9999,3,91,12
9804,2019,228,11.62,18008,33.5,-91.54,15,51.1,28.67,4,12,-9999,3,91,12
9805,2019,228,11.7,18049,33.5,-91.54,15,50.2,27.85,4,12,-9999,3,91,12
9806,2019,228,11.78,18089,33.5,-91.54,15,52.2,27.04,4,12,-9999,3,91,12
9807,2019,228,11.87,18137,33.5,-91.54,15,50.2,26.26,4,12,-9999,3,91,12
9808,2019,228,11.95,18181,33.5,-91.54,15,53.5,25.51,4,12,-9999,3,91,12
9809,2019,228,12.03,18225,33.5,-91.54,15,52,24.78,4,12,-9999,3,91,12.5
9810,2019,228,12.12,18270,33.5,-91.54,15,53.5,24.09,4,12,-9999,3,91,12.5
9811,2019,228,12.2,18317,33.5,-91.54,15,56.9,23.43,4,12,-9999,3,91,12.5
9812,2019,228,12.28,18359,33.5,-91.54,15,55.8,22.8,4,12,-9999,3,91,12.5
9813,2019,228,12.37,18407,33.5,-91.54,15,59.8,22.22,4,12,-9999,3,91,12.5
9814,2019,228,12.45,18452,33.5,-91.54,15,60,21.68,4,12,-9999,3,91,12.5
9815,2019,228,12.53,18501,33.5,-91.54,15,61.1,21.18,4,12,-9999,3,91,13
9816,2019,228,12.62,18548,33.5,-91.54,15,63.3,20.74,4,12,-9999,3,91,13
9817,2019,228,12.7,18602,33.5,-91.54,15,59.2,20.35,4,12,-9999,3,91,13
9818,2019,228,12.78,18655,33.5,-91.54,15,60.5,20.02,4,12,-9999,3,91,13
9819,2019,228,12.87,18707,33.5,-91.54,15,55.6,19.74,4,12,-9999,3,91,13
9820,2019,228,13.12,18801,33.5,-91.54,15,53.8,19.3,4,12,-9999,3,91,13.5
9821,2019,228,13.28,18896,33.5,-91.54,10,50.3,19.34,4,12,-9999,3,91,13.5
9822,2019,228,13.87,19151,33.5,-91.54,15,52.4,21.45,4,12,-9999,3,91,14
9823,2019,228,14.95,19658,33.5,-91.54,15,41.7,30.87,4,12,-9999,3,91,15
9824,2019,229,10.7,21932,33.5,-91.54,15,40.2,38.91,4,12,-9999,3,91,11
9825,2019,229,10.95,21984,33.5,-91.54,15,41.9,36.03,4,12,-9999,3,91,11
9826,2019,229,11.03,22007,33.5,-91.54,15,42,35.09,4,12,-9999,3,91,11.5
9827,2019,229,11.12,22066,33.5,-91.54,15,42.2,34.16,4,12,-9999,3,91,11.5
9828,2019,229,11.2,22113,33.5,-91.54,15,42.8,33.24,4,12,-9999,3,91,11.5
9829,2019,229,11.37,22171,33.5,-91.54,15,45.9,31.45,4,12,-9999,3,91,11.5
9830,2019,229,11.53,22234,33.5,-91.54,15,42.3,29.71,4,12,-9999,3,91,12
9831,2019,229,11.62,22262,33.5,-91.54,15,43.5,28.87,4,12,-9999,3,91,12
9832,2019,229,11.87,22341,33.5,-91.54,15,46.6,26.48,4,12,-9999,3,91,12
9833,2019,229,11.95,22366,33.5,-91.54,15,45.6,25.73,4,12,-9999,3,91,12
9834,2019,229,12.03,22389,33.5,-91.54,15,47.8,25.01,4,12,-9999,3,91,12.5
9835,2019,229,12.37,22507,33.5,-91.54,15,41.9,22.48,4,12,-9999,3,91,12.5
9836,2019,229,12.45,22538,33.5,-91.54,15,48.3,21.94,4,12,-9999,3,91,12.5
9837,2019,229,12.53,22565,33.5,-91.54,15,51.8,21.46,4,12,-9999,3,91,13
9838,2019,229,12.7,22626,33.5,-91.54,15,50.2,20.64,4,12,-9999,3,91,13
9839,2019,229,12.78,22657,33.5,-91.54,15,42.9,20.31,4,12,-9999,3,91,13
9840,2019,229,13.62,22976,33.5,-91.54,12,41.6,20.51,4,12,-9999,3,91,14
9841,2019,229,13.87,23091,33.5,-91.54,15,44.1,21.76,4,12,-9999,3,91,14
9842,2019,229,14.2,23252,33.5,-91.54,15,37.4,24.08,4,12,-9999,3,91,14.5
9843,2019,229,14.53,23424,33.5,-91.54,15,40.3,26.96,4,12,-9999,3,91,15
9844,2019,230,12.44,27327,33.5,-91.54,15,38.5,22.27,4,12,-9999,3,91,12.5
9845,2019,230,12.77,27418,33.5,-91.54,15,36.4,20.64,4,12,-9999,3,91,13
9846,2019,230,12.86,27442,33.5,-91.54,15,41.8,20.38,4,12,-9999,3,91,13
9847,2019,230,12.94,27466,33.5,-91.54,15,40.8,20.17,4,12,-9999,3,91,13
9848,2019,230,13.02,27492,33.5,-91.54,15,41.4,20.02,4,12,-9999,3,91,13.5
9849,2019,230,13.11,27524,33.5,-91.54,15,42.4,19.94,4,12,-9999,3,91,13.5
9850,2019,230,13.69,27702,33.5,-91.54,15,45,21.16,4,12,-9999,3,91,14
9851,2019,230,13.77,27732,33.5,-91.54,15,49.6,21.57,4,12,-9999,3,91,14
9852,2019,230,13.77,27733,33.54,-98.47,12,47.5,20.07,12,12,0,24,31,14
9853,2019,230,18.27,29158,33.5,-99.7,15,7.2,64.67,12,12,60,24,41,18.5
9854,2019,230,18.69,29209,33.51,-100.12,15,11.4,69.53,10,10,602,152,94,19
9855,2019,230,18.77,29220,33.49,-100.16,15,11,70.53,10,10,610,176,41,19
9856,2019,231,10.84,30406,33.5,-91.54,15,33.8,37.59,4,12,-9999,3,91,11
9857,2019,231,11.17,30430,33.5,-91.54,15,33.1,33.87,4,12,-9999,3,91,11.5
9858,2019,231,11.34,30443,33.5,-91.54,15,34.6,32.09,4,12,-9999,3,91,11.5
9859,2019,231,11.51,30456,33.5,-91.54,15,40.6,30.36,4,12,-9999,3,91,12
9860,2019,231,11.67,30471,33.5,-91.54,15,35.5,28.71,4,12,-9999,3,91,12
9861,2019,231,11.84,30481,33.5,-91.54,15,40.6,27.15,4,12,-9999,3,91,12
9862,2019,231,12.01,30499,33.5,-91.54,15,45.1,25.69,4,12,-9999,3,91,12.5
9863,2019,231,12.17,30512,33.5,-91.54,15,48.2,24.36,4,12,-9999,3,91,12.5
9864,2019,231,12.34,30526,33.5,-91.54,15,43.5,23.17,4,12,-9999,3,91,12.5
9865,2019,231,12.51,30545,33.5,-91.54,15,42.6,22.16,4,12,-9999,3,91,13
9866,2019,231,12.67,30564,33.5,-91.54,15,47.9,21.34,4,12,-9999,3,91,13
9867,2019,231,13.01,30597,33.5,-91.54,15,53.8,20.37,4,12,-9999,3,91,13.5
9868,2019,231,13.17,30615,33.5,-91.54,15,54.7,20.25,4,12,-9999,3,91,13.5
9869,2019,231,13.34,30641,33.5,-91.54,15,51.3,20.39,4,12,-9999,3,91,13.5
9870,2019,231,13.51,30661,33.5,-91.54,15,48.3,20.78,4,12,-9999,3,91,14
9871,2019,231,13.67,30684,33.5,-91.54,15,53.6,21.41,4,12,-9999,3,91,14
9872,2019,231,13.84,30702,33.5,-91.54,15,57.8,22.25,4,12,-9999,3,91,14
9873,2019,231,14.01,30720,33.5,-91.54,15,57.2,23.28,4,12,-9999,3,91,14.5
9874,2019,231,14.17,30749,33.5,-91.54,15,57,24.48,4,12,-9999,3,91,14.5
9875,2019,231,14.34,30784,33.5,-91.54,15,58.8,25.83,4,12,-9999,3,91,14.5
9876,2019,231,14.51,30812,33.5,-91.54,15,54.7,27.3,4,12,-9999,3,91,15
9877,2019,231,14.67,30833,33.5,-91.54,15,57.3,28.87,4,12,-9999,3,91,15
9878,2019,231,14.84,30863,33.5,-91.54,15,51.1,30.53,4,12,-9999,3,91,15
9879,2019,231,15.01,30887,33.5,-91.54,15,38.8,32.26,4,12,-9999,3,91,15.5
9880,2019,231,15.34,30945,33.5,-91.54,15,45.1,35.89,4,12,-9999,3,91,15.5
9881,2019,231,15.51,30975,33.5,-91.54,15,45.6,37.78,4,12,-9999,3,91,16
9882,2019,231,15.67,30993,33.5,-91.54,15,39,39.7,4,12,-9999,3,91,16
9883,2019,232,10.84,31920,33.5,-91.54,15,34.3,37.76,4,12,-9999,3,91,11
9884,2019,232,11.01,31935,33.5,-91.54,15,36.3,35.88,4,12,-9999,3,91,11.5
9885,2019,232,11.17,31952,33.5,-91.54,15,37.8,34.05,4,12,-9999,3,91,11.5
9886,2019,232,11.34,31971,33.5,-91.54,15,38.1,32.28,4,12,-9999,3,91,11.5
9887,2019,232,11.51,31990,33.5,-91.54,15,39.1,30.56,4,12,-9999,3,91,12
9888,2019,232,11.67,32022,33.5,-91.54,15,41.1,28.92,4,12,-9999,3,91,12
9889,2019,232,11.67,32023,33.1,-85.73,15,56.4,25.19,4,4,605,152,27,12
9890,2019,232,11.84,32054,33.5,-91.54,15,39.5,27.38,4,12,-9999,3,91,12
9891,2019,232,11.84,32055,33.1,-85.73,13,112.8,23.89,4,4,605,152,27,12
9892,2019,232,11.84,32056,33.1,-85.71,10,137,23.88,4,4,180,141,27,12
9893,2019,232,12.01,32089,33.5,-91.54,15,42.2,25.93,4,12,-9999,3,91,12.5
9894,2019,232,12.17,32118,33.5,-91.54,15,43.5,24.62,4,12,-9999,3,91,12.5
9895,2019,232,12.17,32119,33.1,-85.71,10,98.7,21.79,4,4,180,141,27,12.5
9896,2019,232,12.34,32147,33.5,-91.54,15,50.3,23.44,4,12,-9999,3,91,12.5
9897,2019,232,12.34,32148,33.1,-85.71,12,71.2,21.03,4,4,180,141,27,12.5
9898,2019,232,12.51,32178,33.5,-91.54,15,48.2,22.44,4,12,-9999,3,91,13
9899,2019,232,12.67,32208,33.5,-91.54,15,48.5,21.64,4,12,-9999,3,91,13
9900,2019,232,12.84,32231,33.5,-91.54,15,47.6,21.05,4,12,-9999,3,91,13
9901,2019,232,13.01,32267,33.5,-91.54,15,44,20.69,4,12,-9999,3,91,13.5
9902,2019,232,13.17,32297,33.5,-91.54,15,43.8,20.58,4,12,-9999,3,91,13.5
9903,2019,232,13.34,32331,33.5,-91.54,15,37.1,20.73,4,12,-9999,3,91,13.5
9904,2019,232,13.51,32362,33.5,-91.54,15,39.5,21.11,4,12,-9999,3,91,14
9905,2019,232,13.67,32400,33.5,-91.54,15,37.9,21.74,4,12,-9999,3,91,14
9906,2019,232,13.84,32438,33.5,-91.54,15,40,22.57,4,12,-9999,3,91,14
9907,2019,232,14.01,32483,33.5,-91.54,15,45.9,23.6,4,12,-9999,3,91,14.5
9908,2019,232,14.17,32519,33.5,-91.54,15,46.3,24.79,4,12,-9999,3,91,14.5
9909,2019,232,14.17,32520,33.1,-85.73,15,73.5,27.82,4,4,605,152,27,14.5
9910,2019,232,14.17,32521,33.1,-85.71,15,87.7,27.83,4,4,180,141,27,14.5
9911,2019,232,14.34,32559,33.5,-91.54,15,46.1,26.13,4,12,-9999,3,91,14.5
9912,2019,232,14.34,32560,33.1,-85.71,10,87.3,29.44,4,4,180,141,27,14.5
9913,2019,232,14.51,32595,33.5,-91.54,15,45.7,27.59,4,12,-9999,3,91,15
9914,2019,232,14.51,32596,33.1,-85.71,15,2.2,31.14,4,4,180,141,27,15
9915,2019,232,14.67,32624,33.5,-91.54,15,44,29.15,4,12,-9999,3,91,15
9916,2019,232,14.84,32653,33.5,-91.54,15,37.1,30.8,4,12,-9999,3,91,15
9917,2019,233,12.67,45005,33.5,-91.54,15,34.3,21.94,4,12,-9999,3,91,13
9918,2019,233,12.84,45048,33.5,-91.54,15,37.8,21.36,4,12,-9999,3,91,13
9919,2019,233,15.67,45691,33.5,-91.54,15,42.8,40.19,4,12,-9999,3,91,16
9920,2019,234,14.01,48054,33.5,-91.54,15,43.3,24.25,4,12,-9999,3,91,14.5
9921,2019,234,14.17,48078,33.5,-91.54,15,42.4,25.43,4,12,-9999,3,91,14.5
9922,2019,235,12.51,52741,33.5,-91.54,15,36.9,23.32,4,12,-9999,3,91,13
9923,2019,241,12.67,96025,33.58,-95.61,15,26.6,25.77,10,10,133,176,91,13
9924,2019,241,13.84,96189,33.58,-95.61,10,27.5,24.57,10,10,133,176,91,14
9925,2019,241,16.84,96548,33.45,-90.77,10,55.7,56.83,12,12,0,1,57,17
9926,2019,241,17.01,96565,33.45,-90.77,10,30.4,58.88,12,12,0,1,57,17.5
9927,2019,241,17.51,96630,33.45,-90.77,10,25.3,65.1,12,12,0,1,57,18
9928,2019,241,17.67,96648,33.45,-90.77,10,27.1,67.18,12,12,0,1,57,18
9929,2019,241,17.84,96669,33.45,-90.77,10,58.9,69.26,12,12,0,1,57,18
9930,2019,241,18.17,96696,33.45,-90.77,10,31.2,73.43,12,12,0,1,57,18.5
9931,2019,242,12.84,97468,33.5,-91.54,15,57.8,24.37,4,12,-9999,3,91,13
9932,2019,242,13.01,97507,33.5,-91.54,15,53.7,24.11,4,12,-9999,3,91,13.5
9933,2019,226,10.78,9697,33.47,-99.72,12,40.7,43.99,12,12,0,24,41,11
9934,2019,226,10.87,9711,33.47,-99.72,15,32.4,42.98,12,12,0,24,41,11
9935,2019,226,11.2,9782,33.47,-99.72,10,42.7,38.99,12,12,0,24,41,11.5
9936,2019,226,12.03,10043,33.47,-99.72,10,53.1,29.61,12,12,0,24,41,12.5
9937,2019,226,12.12,10072,33.47,-99.72,12,44,28.74,12,12,0,24,41,12.5
9938,2019,227,17.62,16679,33.41,-90.83,10,27.3,63.22,12,12,0,2,35,18
9939,2019,231,16.17,31059,33.44,-100.61,15,55,38.46,10,10,232,152,41,16.5
9940,2019,231,16.34,31092,33.46,-100.62,15,48,40.4,10,10,610,152,41,16.5
9941,2019,232,18.01,33328,33.1,-86.03,15,5.8,73.19,4,4,461,141,27,18.5
9942,2019,233,14.17,45321,33.48,-99.95,12,32.1,21.81,10,10,0,24,31,14.5
9943,2019,236,11.84,60272,33.49,-99.06,10,63.1,33.08,12,12,0,24,41,12
9944,2019,238,18.67,86862,33.47,-99.59,14,50.2,71.58,12,12,0,24,51,19
9945,2019,240,11.84,94835,33.43,-90.74,10,42.5,28.82,12,12,0,5,35,12
